index,beer_name,beer_abv,beer_ibu,beer_style
1460,Ripon Jewel Ale,5.8,0,American-Style Pale Ale
1461,India Pale Ale,6.8,0,American-Style Pale Ale
1462,Iron Fist Pale Ale,0.0,0,American-Style Pale Ale
1463,Hop Trip Fresh Hop Pale Ale,5.5,0,American-Style Pale Ale
1464,Fresh Hop Pale Ale,6.1,0,American-Style Pale Ale
1465,Twisted Thistle India Pale Ale,6.1,0,American-Style Pale Ale
1466,India Pale Ale,7.5,0,American-Style Pale Ale
1467,India Pale Ale,0.0,0,American-Style Pale Ale
1468,Ale Mary,6.0,0,American-Style Pale Ale
1469,Double Bastard Ale,10.0,0,American-Style Pale Ale
1470,Green Valley Stone Mill Pale Ale,5.5,0,American-Style Pale Ale
1471,Clover Pale Ale,0.0,0,American-Style Pale Ale
1472,Pale Ale,0.0,0,American-Style Pale Ale
1473,Pale Ale,0.0,0,American-Style Pale Ale
1474,Pale Ale,0.0,0,American-Style Pale Ale
1475,Beacon India Pale Ale,0.0,0,American-Style Pale Ale
1476,Traditional India Pale Ale,0.0,0,American-Style Pale Ale
1477,Two Lions Pale Ale,0.0,0,American-Style Pale Ale
1478,Pale Ale,0.0,0,American-Style Pale Ale
1479,India Pale Ale,5.8,0,American-Style Pale Ale
1480,English Bay Pale Ale,5.0,0,American-Style Pale Ale
1481,Cartwright Pale Ale,4.3,0,American-Style Pale Ale
1482,Hopluia,0.0,0,American-Style Pale Ale
1483,Trademark English Pale,0.0,0,American-Style Pale Ale
1484,Islander Pale Ale,5.0,0,American-Style Pale Ale
1485,Prime Time Pale Ale,0.0,0,American-Style Pale Ale
1486,Snow Melt Nitrogen Pale,0.0,0,American-Style Pale Ale
1487,BiFrÃ¶st Winter Ale,0.0,0,American-Style Pale Ale
1488,Elysian Fields Pale Ale,4.8,0,American-Style Pale Ale
1489,India Pale Ale,0.0,0,American-Style Pale Ale
1490,Pale Ale,0.0,0,American-Style Pale Ale
1491,Imperial I.P.A.,7.2,0,American-Style Pale Ale
1492,India Pale Ale,0.0,0,American-Style Pale Ale
1493,N.W. Pale Ale,5.0,0,American-Style Pale Ale
1494,I.M. Pale,0.0,0,American-Style Pale Ale
1495,India Pale Ale,0.0,0,American-Style Pale Ale
1496,Hammerhead Ale,0.0,0,American-Style Pale Ale
1497,Lighthouse Ale,4.3,0,American-Style Pale Ale
1498,Yellowjacket Pale Ale,4.5,0,American-Style Pale Ale
1499,Imperial Pale,0.0,0,American-Style Pale Ale
1500,India Pale Ale,6.6,0,American-Style Pale Ale
1501,WinterFish Ale,7.5,0,American-Style Pale Ale
1502,Wild Salmon Pale Ale,4.0,0,American-Style Pale Ale
1503,DPA,5.1,0,American-Style Pale Ale
1504,Frosty Frog,0.0,0,American-Style Pale Ale
1505,Riot Ale,7.5,0,American-Style Pale Ale
1506,Alembic Pale,5.5,0,American-Style Pale Ale
1507,Alki Ale,0.0,0,American-Style Pale Ale
1508,Driftwood Ale,0.0,0,American-Style Pale Ale
1509,Double Daddy,9.5,0,American-Style Pale Ale
1510,Poperings Hommel Ale,7.5,0,American-Style Pale Ale
1511,Impromptu Pale Ale,5.0,0,American-Style Pale Ale
1512,Ivanhoe,5.2,0,American-Style Pale Ale
1513,Tip Top Pale Ale,0.0,0,American-Style Pale Ale
1514,Kentucky Ale,0.0,0,American-Style Pale Ale
1515,Pale Ale,0.0,0,American-Style Pale Ale
1516,Untouchable Pale Ale,5.5,0,American-Style Pale Ale
1517,X Extra Pale Ale,5.0,0,American-Style Pale Ale
1518,Indica India Pale Ale,6.5,0,American-Style Pale Ale
1519,Krooks Mill,5.3,0,American-Style Pale Ale
1520,3C Extreme,0.0,0,American-Style Pale Ale
1521,Bill Payer Ale / BPA,0.0,0,American-Style Pale Ale
1522,Regiment Pale Ale,6.1,0,American-Style Pale Ale
1523,Phoenix Pale Ale,5.5,0,American-Style Pale Ale
1524,Pale Ale,0.0,0,American-Style Pale Ale
1525,Hop Hazard,0.0,0,American-Style Pale Ale
1526,Old Rogue Pale Ale,5.5,0,American-Style Pale Ale
1527,Pale Ale,0.0,0,American-Style Pale Ale
1528,Ironbound Ale,5.1,0,American-Style Pale Ale
1529,Eagle Lake Pale Ale,0.0,0,American-Style Pale Ale
1530,Derailed Ale,0.0,0,American-Style Pale Ale
1531,XXX English Ale,6.6,0,American-Style Pale Ale
1532,Starfire Pale Ale,6.2,0,American-Style Pale Ale
1533,Pale Ale,0.0,0,American-Style Pale Ale
1534,Desert Pale Ale,0.0,0,American-Style Pale Ale
1535,American Pale Ale,5.2,0,American-Style Pale Ale
1536,Impale Ale,0.0,0,American-Style Pale Ale
1537,Pale,0.0,0,American-Style Pale Ale
1538,Superhop Ale,5.6,0,American-Style Pale Ale
1539,Tannhauser,0.0,0,American-Style Pale Ale
1540,Pale Ale,5.5,0,American-Style Pale Ale
1541,Singletrack Copper Ale,5.57,0,American-Style Pale Ale
1542,India Pale Ale,0.0,0,American-Style Pale Ale
1543,Grand Marais Pale Ale,0.0,0,American-Style Pale Ale
1544,Patriot Pale Ale,5.2,0,American-Style Pale Ale
1545,Pale Ale,0.0,0,American-Style Pale Ale
1546,India Pale Ale,0.0,0,American-Style Pale Ale
1547,Pale Ale,0.0,0,American-Style Pale Ale
1548,Fire Rock Pale Ale,5.8,0,American-Style Pale Ale
1549,Four Brothers Pale Ale,0.0,0,American-Style Pale Ale
1550,Stone Pale Ale,5.4,0,American-Style Pale Ale
1551,Pale Ale,0.0,0,American-Style Pale Ale
1552,X-Tra Pale,0.0,0,American-Style Pale Ale
1553,Paradise Pale Ale,4.8,0,American-Style Pale Ale
1554,India Pale Ale,0.0,0,American-Style Pale Ale
1555,Pale Ale,0.0,0,American-Style Pale Ale
1556,Red Ale,0.0,0,American-Style Pale Ale
1557,Star of India Pale Ale,0.0,0,American-Style Pale Ale
1558,Troubadour,6.5,0,American-Style Pale Ale
1559,Voyageur Extra Pale Ale,0.0,0,American-Style Pale Ale
1560,Birch Wood Ale,0.0,0,American-Style Pale Ale
1561,India Pale Ale,0.0,0,American-Style Pale Ale
1562,Hop Pocket Ale,0.0,0,American-Style Pale Ale
1563,Pale Ale,0.0,0,American-Style Pale Ale
1564,Old 47 Ale,0.0,0,American-Style Pale Ale
1565,Speciale Reserve Ale,0.0,0,American-Style Pale Ale
1566,Scorpion Pale Ale,0.0,0,American-Style Pale Ale
1567,Pioneer Pale Ale (discontinued),0.0,0,American-Style Pale Ale
1568,Cat Tail Pale Ale,0.0,0,American-Style Pale Ale
1569,American Pale Ale,0.0,0,American-Style Pale Ale
1570,Old Roundout Pale Ale,0.0,0,American-Style Pale Ale
1571,Pale Ale,0.0,0,American-Style Pale Ale
1572,Hopfenkopf,0.0,0,American-Style Pale Ale
1573,India Pale Ale,0.0,0,American-Style Pale Ale
1574,Pale Ale,0.0,0,American-Style Pale Ale
1575,Salmon Tail Pale Ale,0.0,0,American-Style Pale Ale
1576,Bee Sting Honey Ale,5.9,0,American-Style Pale Ale
1577,Third Coast Ale,0.0,0,American-Style Pale Ale
1578,Manifesto Pale Ale,5.3,0,American-Style Pale Ale
1579,Premium Ale,0.0,0,American-Style Pale Ale
1580,Z.P.A. India Pale Ale,0.0,0,American-Style Pale Ale
1581,Category 5 Strong Ale,0.0,0,American-Style Pale Ale
1582,Cream City Pale Ale,0.0,0,American-Style Pale Ale
1583,Bower City Pale Ale,0.0,0,American-Style Pale Ale
1584,Pale Ale,5.8,0,American-Style Pale Ale
1585,Two-Hearted Ale,0.0,0,American-Style Pale Ale
1586,Pale Ale,5.0,0,American-Style Pale Ale
1587,Pick Axe Pale Ale,0.0,0,American-Style Pale Ale
1588,Hazed & Infused Dry-Hopped Ale,4.85,0,American-Style Pale Ale
1589,Grist Mill Golden,0.0,0,American-Style Pale Ale
1590,Brogen Meadow Pale Ale,0.0,0,American-Style Pale Ale
1591,Indiana Pale Ale,0.0,0,American-Style Pale Ale
1592,Sunset Red Ale,5.0,0,American-Style Pale Ale
1593,Bengal Gold India Pale Ale,0.0,0,American-Style Pale Ale
1594,Pale Ale,0.0,0,American-Style Pale Ale
1595,Old Glory American Pale Ale,0.0,0,American-Style Pale Ale
1596,Pirate Pale,0.0,0,American-Style Pale Ale
1597,Hop Garden Pale Ale,0.0,0,American-Style Pale Ale
1598,Altruistic American Ale,0.0,0,American-Style Pale Ale
1599,India Pale Ale,5.2,0,American-Style Pale Ale
1600,New Hops Ale,0.0,0,American-Style Pale Ale
1601,Schmitz Pale Ale No. 5,4.5,0,American-Style Pale Ale
1602,Pale Pale Boss Ale,4.8,0,American-Style Pale Ale
1603,James Squire India Pale Ale,0.0,0,American-Style Pale Ale
1604,Saint Peter Pale Ale,0.0,0,American-Style Pale Ale
1605,Pantown Pale Ale,0.0,0,American-Style Pale Ale
1606,Star of India India Pale Ale,0.0,0,American-Style Pale Ale
1607,Gnaw Bone Pale Ale,5.5,0,American-Style Pale Ale
1608,Fenway American Pale Ale,0.0,0,American-Style Pale Ale
1609,India Pale Ale,0.0,0,American-Style Pale Ale
1610,Red Rooster Pale Ale,0.0,0,American-Style Pale Ale
1611,"Pale Ale \Ã¡ la Bushner\""""",0.0,0,American-Style Pale Ale
1612,Prairie Thunder Pale Ale,0.0,0,American-Style Pale Ale
1613,Pale Ale,0.0,0,American-Style Pale Ale
1614,Brown Fox Ale,0.0,0,American-Style Pale Ale
1615,American Pale Ale,5.2,0,American-Style Pale Ale
1616,Panama Limited Red Ale,0.0,0,American-Style Pale Ale
1617,Jamaica Brand Red Ale,0.0,0,American-Style Pale Ale
1618,India Pale Ale,0.0,0.0,American-Style Pale Ale
1619,Paddy Pale Ale,0.0,0.0,American-Style Pale Ale
1620,Extra Pale Ale,5.4,0.0,American-Style Pale Ale
1621,Hidden River Red Ale,0.0,0.0,American-Style Pale Ale
1622,Founders Light,0.0,0.0,American-Style Pale Ale
1623,Prime I.P.A.,0.0,0.0,American-Style Pale Ale
1624,Very Pale Ale,0.0,0.0,American-Style Pale Ale
1625,Aurora Amber Ale,0.0,0.0,American-Style Pale Ale
1626,Golden Light,0.0,0.0,American-Style Pale Ale
1627,Old Glory American Pale,0.0,0.0,American-Style Pale Ale
1628,Ale,0.0,0.0,American-Style Pale Ale
1629,Panther Ale,0.0,0.0,American-Style Pale Ale
1630,Country Ale,0.0,0.0,American-Style Pale Ale
1631,Chicago Fire,0.0,0.0,American-Style Pale Ale
1632,India Pale Ale,0.0,0.0,American-Style Pale Ale
1633,Bubbaganoush Pale Ale,0.0,0.0,American-Style Pale Ale
1634,Albino Rhino (discontinued),0.0,0.0,American-Style Pale Ale
1635,Buzzard Breath (discontinued),5.0,0.0,American-Style Pale Ale
1636,India Pale Ale,0.0,0.0,American-Style Pale Ale
1637,Celebration Ale 1992,0.0,0.0,American-Style Pale Ale
1638,Pale Ale,0.0,0.0,American-Style Pale Ale
1639,Pale,0.0,0.0,American-Style Pale Ale
1640,Independence Ale,0.0,0.0,American-Style Pale Ale
1641,Klassic,0.0,0.0,American-Style Pale Ale
1642,Gold Rush,4.5,0.0,American-Style Pale Ale
1643,Gold Rush Ale,0.0,0.0,American-Style Pale Ale
1644,Limestone Crisp-Hoppy Pale Ale (discontinued),0.0,0.0,American-Style Pale Ale
1645,Irish Red,0.0,0.0,American-Style Pale Ale
1646,VHB,0.0,0.0,American-Style Pale Ale
1647,Pale Ale,0.0,0.0,American-Style Pale Ale
1648,India Pale Ale,0.0,0.0,American-Style Pale Ale
1649,Prohibition Pale Ale,0.0,0.0,American-Style Pale Ale
1650,Prescription Pale,0.0,0.0,American-Style Pale Ale
1651,Gray Whale,0.0,0.0,American-Style Pale Ale
1652,India Ale,0.0,0.0,American-Style Pale Ale
1653,Harvest Ale,6.5,0.0,American-Style Pale Ale
1654,East India Pale Ale,4.0,0.0,American-Style Pale Ale
1655,Doggie Style Ale,0.0,0.0,American-Style Pale Ale
1656,Pale Ale,0.0,0.0,American-Style Pale Ale
1657,El NiÃ±o Pale Ale,0.0,0.0,American-Style Pale Ale
1658,Scotch,8.0,0.0,American-Style Pale Ale
1659,Premium Light,0.0,0.0,American-Style Pale Ale
1660,Rodeo Red,0.0,0.0,American-Style Pale Ale
1661,Icehaus Pale Ale,0.0,0.0,American-Style Pale Ale
1662,Classic Pale,0.0,0.0,American-Style Pale Ale
1663,Vail Pale Ale,0.0,0.0,American-Style Pale Ale
1664,Black Dog Yellowstone Ale,0.0,0.0,American-Style Pale Ale
1665,Classic Pale Ale,0.0,0.0,American-Style Pale Ale
1666,Northwest Pale Ale,0.0,0.0,American-Style Pale Ale
1667,Double Eagle Golden Ale,0.0,0.0,American-Style Pale Ale
1668,Iron Mine Pale Ale,0.0,0.0,American-Style Pale Ale
1669,Greenshields Pale Ale,0.0,0.0,American-Style Pale Ale
1670,Tornado Ale,0.0,0.0,American-Style Pale Ale
1671,Desperado Pale Ale,0.0,0.0,American-Style Pale Ale
1672,HighFalls Indiaman Trader India Pale Export Ale,0.0,0.0,American-Style Pale Ale
1673,India Pale Ale,0.0,0.0,American-Style Pale Ale
1674,Pacific Ridge Pale Ale,0.0,0.0,American-Style Pale Ale
1675,Blue Heron Pale Ale,0.0,0.0,American-Style Pale Ale
1676,Red Tail Ale,0.0,0.0,American-Style Pale Ale
1677,Boulder Creek Pale Ale,0.0,0.0,American-Style Pale Ale
1678,Thompson Pale Ale,5.5,0.0,American-Style Pale Ale
1679,Playland Pale Ale,0.0,0.0,American-Style Pale Ale
1680,Pale,0.0,0.0,American-Style Pale Ale
1681,DPA,0.0,0.0,American-Style Pale Ale
1682,Pale Ale,0.0,0.0,American-Style Pale Ale
1683,Golden,0.0,0.0,American-Style Pale Ale
1684,Hammerhead Red,0.0,0.0,American-Style Pale Ale
1685,Special Reserve Oatmeal Ale,0.0,0.0,American-Style Pale Ale
1686,Golden Ale,0.0,0.0,American-Style Pale Ale
1687,Michelob Pale Ale,0.0,0.0,American-Style Pale Ale
1688,Anchorage Ale,0.0,0.0,American-Style Pale Ale
1689,Mirrorpond Pale Ale,5.0,0.0,American-Style Pale Ale
1690,The Lonely Guy India Pale Ale,0.0,0.0,American-Style Pale Ale
1691,Cascade Golden Ale,4.5,0.0,American-Style Pale Ale
1692,Buffalo Ale,0.0,0.0,American-Style Pale Ale
1693,Golden Ale,0.0,0.0,American-Style Pale Ale
1694,Tall Tale Pale Ale,4.9,0.0,American-Style Pale Ale
1695,Independence Ale,6.7,0.0,American-Style Pale Ale
1696,Red Oak Ale,0.0,0.0,American-Style Pale Ale
1697,Crystal Pier Pale Ale,0.0,0.0,American-Style Pale Ale
1698,Little Point Pale,0.0,0.0,American-Style Pale Ale
1699,Rodeo Red,0.0,0.0,American-Style Pale Ale
1700,Shawnee Amber Ale,0.0,0.0,American-Style Pale Ale
1701,Mesa Pale Ale,0.0,0.0,American-Style Pale Ale
1702,Pale,0.0,0.0,American-Style Pale Ale
1703,Red Rooster,0.0,0.0,American-Style Pale Ale
1704,Peregrine Pale Ale,0.0,0.0,American-Style Pale Ale
1705,Gold Nectar,0.0,0.0,American-Style Pale Ale
1706,Longshot American Pale Ale,0.0,0.0,American-Style Pale Ale
1707,Sunset Ale,0.0,0.0,American-Style Pale Ale
1708,Pale Ale,0.0,0.0,American-Style Pale Ale
1709,Pier Pale Ale,0.0,0.0,American-Style Pale Ale
1710,Homestead Pale Ale,0.0,0.0,American-Style Pale Ale
1711,Overcast Ale,0.0,0.0,American-Style Pale Ale
1712,Troegs Pale Ale,5.4,0.0,American-Style Pale Ale
1713,Scape Goat Pale Ale,4.7,0.0,American-Style Pale Ale
1714,Classic Pale Ale,5.5,0.0,American-Style Pale Ale
1715,#9,4.6,0.0,American-Style Pale Ale
1716,Purist Pale Ale,4.9,0.0,American-Style Pale Ale
1717,Lord Chesterfield Ale,5.4,0.0,American-Style Pale Ale
1718,Red Mo Ale,5.0,0.0,American-Style Pale Ale
1719,Mt. Nittany Pale Ale,5.0,0.0,American-Style Pale Ale
1720,Arthur's Nugget Pale Ale,5.2,0.0,American-Style Pale Ale
1721,Labatt 50,5.0,0.0,American-Style Pale Ale
1722,Stoudt's American Pale Ale,5.0,0.0,American-Style Pale Ale
1723,Amish Four Grain,5.6,0.0,American-Style Pale Ale
1724,Rare Rooster Summer Rye Ale,4.8,0.0,American-Style Pale Ale
1725,Pale Ale,0.0,0.0,American-Style Pale Ale
1726,Samuel Adams Boston Ale,4.94,0.0,American-Style Pale Ale
1727,Extra Pale Ale,4.8,0.0,American-Style Pale Ale
1728,Kenziger,4.5,0.0,American-Style Pale Ale
1729,Samuel Adams Pale Ale,5.25,0.0,American-Style Pale Ale
1730,Amendment Pale Ale,5.2,0.0,American-Style Pale Ale
1731,Shelter Pale Ale,5.0,0.0,American-Style Pale Ale
1732,Ipswich Original Ale,5.4,0.0,American-Style Pale Ale
1733,Capitol Premium Pale Ale,5.0,0.0,American-Style Pale Ale
1734,Railyard Ale,5.8,0.0,American-Style Pale Ale
1735,Phin & Matt's Extroidinary Ale,5.6,0.0,American-Style Pale Ale
1736,11,11.0,0.0,American-Style Pale Ale
1737,Liberty Ale,6.0,0.0,American-Style Pale Ale
1738,Doc's Pale Ale,5.5,0.0,American-Style Pale Ale
1739,Rondy Brew 2009,4.5,0.0,American-Style Pale Ale
1740,Old Nick Pale Ale,5.5,0.0,American-Style Pale Ale
1741,Superstition Pale Ale,5.0,0.0,American-Style Pale Ale
1742,Lift Bridge Pale Ale,5.5,0.0,American-Style Pale Ale
1743,HarvestÃ¶r Fresh Hop Ale,7.2,0.0,American-Style Pale Ale
1744,Double Mountain Pale Ale,5.1,0.0,American-Style Pale Ale
1745,Crosstown Pale Ale,5.3,0.0,American-Style Pale Ale
1746,Live Oak Pale Ale,0.0,0.0,American-Style Pale Ale
1747,Hitman Gold,5.5,0.0,American-Style Pale Ale
1748,Ports Pale Ale,4.3,0.0,American-Style Pale Ale
1749,Burning Bird Pale Ale,4.8,0.0,American-Style Pale Ale
1750,Dundee Pale Ale,5.3,0.0,American-Style Pale Ale
1751,Capital U.S. Pale Ale,0.0,0.0,American-Style Pale Ale
1752,Paris-Roubaix Pale Ale,5.25,0.0,American-Style Pale Ale
1753,Back Road Ale,5.0,0.0,American-Style Pale Ale
1754,Back Road American Pale Ale,5.0,0.0,American-Style Pale Ale
1755,Firestole Pale 31,4.6,0.0,American-Style Pale Ale
1756,Restoration Pale Ale,5.0,0.0,American-Style Pale Ale
1757,Orlando Blonde Ale,0.0,0.0,American-Style Pale Ale
1758,Hop Hazard,5.5,0.0,American-Style Pale Ale
1759,Old Faithful Ale,0.0,0.0,American-Style Pale Ale
1760,Holyoke Dam Ale,0.0,0.0,American-Style Pale Ale
1761,Sky High Rye,0.0,0.0,American-Style Pale Ale
1762,Genesis,0.0,0.0,American-Style Pale Ale
1763,Padawan Pale Ale,5.0,0.0,American-Style Pale Ale
1764,Sante Fe Pale Ale,5.5,0.0,American-Style Pale Ale
1765,Old Slugger Pale Ale,5.5,0.0,American-Style Pale Ale
1766,Barnstormer Pale Ale,4.8,0.0,American-Style Pale Ale
1767,Pinnacle Peak Pale Ale,4.2,0.0,American-Style Pale Ale
1768,Bonaventure Pale Ale,5.5,0.0,American-Style Pale Ale
1769,Terrapin Rye Pale Ale,5.5,0.0,American-Style Pale Ale
1770,Prescott Pale Ale,0.0,0.0,American-Style Pale Ale
1771,Tropical Mango,4.5,0.0,American-Style Pale Ale
1772,Great American's Restaurant Pale Ale,5.7,0.0,American-Style Pale Ale
1773,Point Of Rocks Pale Ale,0.0,0.0,American-Style Pale Ale
1774,Hop Mountain,5.6,0.0,American-Style Pale Ale
1775,Ring Tail Pale Ale,4.2,0.0,American-Style Pale Ale
1776,(512) Pale,5.8,0.0,American-Style Pale Ale
1777,Captin Lawrence Pale Ale,5.6,0.0,American-Style Pale Ale
1778,Glacier Harvest '09 Wet Hop (100 Barrel Series #28),6.7,0.0,American-Style Pale Ale
1779,Fresh Frog Raw Hop Imperial Pale Ale,7.8,0.0,American-Style Pale Ale
1780,Pine Belt Pale Ale,6.3,0.0,American-Style Pale Ale
1781,Rio Blanco Pale Ale,5.3,0.0,American-Style Pale Ale
1782,Hudson Pale Ale,0.0,0.0,American-Style Pale Ale
1783,Fresh Hops Pale Ale,5.0,36.0,American-Style Pale Ale
1784,Dry-Hopped APA,5.9,50.0,American-Style Pale Ale
1785,Pale Ale,4.4,25.0,American-Style Pale Ale
1786,The Public,6.0,0.0,American-Style Pale Ale
1787,Obovoid Empirical Stout,8.0,0,American-Style Imperial Stout
1788,Beer Geek Breakfast,7.5,0,American-Style Imperial Stout
1789,NÃ¸gne Ã˜ Imperial Stout,9.0,0,American-Style Imperial Stout
1790,Tatonka Stout,8.5,0,American-Style Imperial Stout
1791,Old Rasputin Russian Imperial Stout,9.0,0,American-Style Imperial Stout
1792,Yeti Imperial Stout,9.5,0,American-Style Imperial Stout
1793,Speedway Stout,12.0,0,American-Style Imperial Stout
1794,Oak Aged Yeti Imperial Stout,9.5,0,American-Style Imperial Stout
1795,Come About Imperial Stout,9.0,0,American-Style Imperial Stout
1796,Sprecher Russian Imperial Stout,8.5,0,American-Style Imperial Stout
1797,Satin Solstice Imperial Stout,7.5,0,American-Style Imperial Stout
1798,Big Bear Black Stout,8.1,0,American-Style Imperial Stout
1799,Dragonslayer,9.5,0,American-Style Imperial Stout
1800,Storm King Imperial Stout,9.1,0.0,American-Style Imperial Stout
1801,Heresy,8.0,0.0,American-Style Imperial Stout
1802,Old Heathen,8.0,0.0,American-Style Imperial Stout
1803,Raspberry Imperial Stout,8.0,0.0,American-Style Imperial Stout
1804,Peg Leg Stout,8.0,0.0,American-Style Imperial Stout
1805,Espresso Oak Aged Yeti,9.5,0.0,American-Style Imperial Stout
1806,Samuel Adams Imperial Stout,9.2,0.0,American-Style Imperial Stout
1807,Sexual Chocolate,10.0,0.0,American-Style Imperial Stout
1808,Black Magick,15.0,0.0,American-Style Imperial Stout
1809,Big Black Voodoo Daddy,12.0,0.0,American-Style Imperial Stout
1810,Night Stalker,11.5,0.0,American-Style Imperial Stout
1811,Black Ops,11.0,0.0,American-Style Imperial Stout
1812,Mokah Imperial Blended Stout,11.0,0.0,American-Style Imperial Stout
1813,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,0.0,American-Style Imperial Stout
1814,Black Xantus,10.0,0.0,American-Style Imperial Stout
1815,Otter Creek Russian Imperial Stout,10.6,0.0,American-Style Imperial Stout
1816,Toaster Imperial Stout,10.0,0.0,American-Style Imperial Stout
1817,Berserker Imperial Stout,12.7,0.0,American-Style Imperial Stout
1818,Imperial Russian Stout,10.5,0.0,American-Style Imperial Stout
1819,Rip Tide,8.0,0.0,American-Style Imperial Stout
1820,Paradox Speyside,10.0,0.0,American-Style Imperial Stout
1821,Tokyo,12.0,0.0,American-Style Imperial Stout
1822,Tokyo*,18.2,0.0,American-Style Imperial Stout
1823,Tactical Nuclear Penguin,32.0,0.0,American-Style Imperial Stout
1824,Terrapin Coffee Oatmeal Imperial Stout,8.6,0.0,American-Style Imperial Stout
1825,Marshal Zhukov's Imperial Stout,11.0,0.0,American-Style Imperial Stout
1826,Divine Reserve 9,11.0,0.0,American-Style Imperial Stout
1827,Canadian Breakfast Stout,9.4,0.0,American-Style Imperial Stout
1828,Plead the 5th Imperial Stout,12.0,0.0,American-Style Imperial Stout
1829,D.O.R.I.S. the Destroyer Double Imperial Stout,10.5,0.0,American-Style Imperial Stout
1830,Barrel-Aged B.O.R.I.S. Imperial Stout,9.4,0.0,American-Style Imperial Stout
1831,Blackout Stout,9.0,0.0,American-Style Imperial Stout
1832,Bourbon County Brand Coffee Stout,13.0,0.0,American-Style Imperial Stout
1833,Sour Cherry Imperial Stout,0.0,0.0,American-Style Imperial Stout
1834,Killer Penguin,10.0,0,American-Style Barley Wine Ale
1835,Barleywine,10.0,0,American-Style Barley Wine Ale
1836,Horn Dog,10.2,0,American-Style Barley Wine Ale
1837,Olde School Barleywine,15.04,0,American-Style Barley Wine Ale
1838,Old Ruffian,10.2,0,American-Style Barley Wine Ale
1839,Nokdechiloff,12.7,0,American-Style Barley Wine Ale
1840,John Barleycorn Barleywine Style Ale,9.0,0,American-Style Barley Wine Ale
1841,Old Backus Barleywine 1997,0.0,0.0,American-Style Barley Wine Ale
1842,Broad Street Barleywine,8.7,0.0,American-Style Barley Wine Ale
1843,Old Horizontal,10.5,0.0,American-Style Barley Wine Ale
1844,Blithering Idiot,11.1,0.0,American-Style Barley Wine Ale
1845,Insanity,11.1,0.0,American-Style Barley Wine Ale
1846,Twelve,10.2,0.0,American-Style Barley Wine Ale
1847,Below Decks,10.0,0.0,American-Style Barley Wine Ale
1848,Adnams Tally Ho,7.5,0.0,American-Style Barley Wine Ale
1849,1084 Barleywine,0.0,0.0,American-Style Barley Wine Ale
1850,Climax Barleywine-Style Ale,10.0,0.0,American-Style Barley Wine Ale
1851,Richbrau Barleywine,12.3,0.0,American-Style Barley Wine Ale
1852,Flying Mouflan,9.3,0.0,American-Style Barley Wine Ale
1853,Behemoth Barley Wine,10.5,0.0,American-Style Barley Wine Ale
1854,Back Burner Imperial Barley Wine Style Ale,10.0,0.0,American-Style Barley Wine Ale
1855,Chicken Killer Barley Wine,10.0,0.0,American-Style Barley Wine Ale
1856,Mirror Mirror,11.0,0.0,American-Style Barley Wine Ale
1857,Big Slick American Barleywine Ale,11.9,0.0,American-Style Barley Wine Ale
1858,The Vermonster,10.0,0.0,American-Style Barley Wine Ale
1859,Three Guy Off The Scale Barley Wine,15.0,0.0,American-Style Barley Wine Ale
1860,Isolation Ale,6.0,0,Winter Warmer
1861,Nut Cracker Ale,5.9,0,Winter Warmer
1862,Never Summer Ale,5.94,0,Winter Warmer
1863,Sly Fox Christmas Ale,6.5,0.0,Winter Warmer
1864,Jubelale,6.7,0.0,Winter Warmer
1865,Hoppy Claus Holiday Ale,7.8,0.0,Winter Warmer
1866,Saranac Winter Wassail,5.8,0.0,Winter Warmer
1867,Winter Ale,5.6,0.0,Winter Warmer
1868,Winter Ale,6.4,0.0,Winter Warmer
1869,Young's Winter Warmer,5.2,0.0,Winter Warmer
1870,Dundee Festive Ale,6.2,0.0,Winter Warmer
1871,Winter Welcome 2008-2009,6.0,0.0,Winter Warmer
1872,Michelob Winter's Bourbon Cask Ale,6.0,0.0,Winter Warmer
1873,Winter Ale,0.0,0.0,Winter Warmer
1874,Frosted Frog Christmas Ale,8.6,0.0,Winter Warmer
1875,Batch 666,7.7,0.0,Winter Warmer
1876,Petrus Dubbel Bruin Ale,6.5,0,Belgian-Style Dubbel
1877,Pater 6,6.7,0,Belgian-Style Dubbel
1878,Abbey Belgian Style Ale,7.0,0,Belgian-Style Dubbel
1879,Prior 8,8.0,0,Belgian-Style Dubbel
1880,Trappist Westvleteren 8,8.0,0,Belgian-Style Dubbel
1881,Affligem Dubbel,6.8,0.0,Belgian-Style Dubbel
1882,Dubbel Ale,5.2,0.0,Belgian-Style Dubbel
1883,8,8.0,0.0,Belgian-Style Dubbel
1884,Belgian Abbey Dubbel,7.0,0.0,Belgian-Style Dubbel
1885,Chimay PremiÃ¨re (Chimay Red),7.0,0.0,Belgian-Style Dubbel
1886,Eislin Dubbel,8.0,0.0,Belgian-Style Dubbel
1887,Viszolay Belgian,7.5,0.0,Belgian-Style Dubbel
1888,Glacier Ale,0.0,0,American-Style Amber/Red Ale
1889,Fat Belly Amber,0.0,0,American-Style Amber/Red Ale
1890,Cinder Cone Red,5.4,0,American-Style Amber/Red Ale
1891,Nugget,0.0,0,American-Style Amber/Red Ale
1892,Odell Red Ale,6.5,0,American-Style Amber/Red Ale
1893,The Unforgiven Amber Ale,5.8,0,American-Style Amber/Red Ale
